name,url,image,audience score,price,pace,arch support,weight lab weight brand,lightweight,drop lab drop brand,strike pattern,midsole softness,difference in midsole softness in cold,toebox durability,heel padding durability,outsole durability,breathability,heel stack,forefoot stack,drop,flexibility / stiffness (new method),flexibility / stiffness (old method),brand,audience_score,price_usd,drop_mm,weight,weight_grams,trail terrain,heel stack lab heel stack brand,midsole width - forefoot,midsole width - heel,outsole thickness,weight (g),drop (mm),flexibility of the shoe (n),flexibility of the shoe (freezer 20 min) (n),flexibility of the shoe (% of change),"longitudinal flexibility (1-5 scale, 5 being the stiffest)","torsional flexibility (1-5 scale, 5 being the stiffest)",flexibility of the shoe (freezer 1 hour) (n),"longitudinal flexibility (on a 0-5 scale, 0 being the stiffest)","torsional flexibility (on a 0-5 scale, 0 being the stiffest)",agility and responsiveness,outsole hardness,fuelcell supercomp pacer v2
Mizuno Wave Rider 25,https://runrepeat.com/mizuno-wave-rider-25,https://cdn.runrepeat.com/storage/gallery/product_primary/37595/mizuno-wave-rider-25-hero-2-15915088-720.jpg,90 Great!,$135,Daily running,Neutral,9.5 oz / 269g 9.8 oz / 277g,,12.3 mm 12.0 mm,Heel,-,-,-,-,-,-,38.4 mm,26.1 mm,12.3 mm,,24.8N,Mizuno,90,135.0,12.3,9.5 oz (269g),269.0,,,111.3 mm,89.5 mm,,,,,,,,,,,,,,
Under Armour Infinite Elite,https://runrepeat.com/under-armour-infinite-elite,https://cdn.runrepeat.com/storage/gallery/product_primary/40578/under-armour-infinite-elite-22682310-720.jpg,88 Great!,$160,Daily running,Neutral,11.1 oz / 315g 11.6 oz / 329g,,8.1 mm 8.0 mm,HeelMid/forefoot,19.3 HA,Small,Good,Decent,Good,Warm,39.9 mm,31.8 mm,8.1 mm,20.5N,31.6N,Under Armour,88,160.0,8.1,11.1 oz (315g),315.0,,,,,,,,,,,,,,,,,,
Salomon Sense Ride 4,https://runrepeat.com/salomon-sense-ride-4,https://cdn.runrepeat.com/storage/gallery/product_primary/36957/salomon-sense-ride-4-profile-15915140-720.jpg,88 Great!,$120,,Neutral,10.5 oz / 297g 10.2 oz / 290g,,7.3 mm 8.0 mm,Mid/forefoot,-,-,-,-,-,3,26.5 mm,19.2 mm,7.3 mm,,31.0N,Salomon,88,120.0,7.3,10.5 oz (297g),297.0,Moderate,26.5 mm 27.0 mm,,,,,,,,,,,,,,,,
Nike Pegasus EasyOn,https://runrepeat.com/nike-pegasus-easyon,https://cdn.runrepeat.com/storage/gallery/product_primary/40574/nike-pegasus-easy-on-22228118-720.jpg,83 Good!,$140,Daily running,Neutral,10.1 oz / 286g 10.4 oz / 295g,,11.6 mm 10.0 mm,Heel,18.9 HA,Normal,Bad,Good,Decent,5,33.6 mm,22.0 mm,11.6 mm,,18.8N,Nike,83,140.0,11.6,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
Nike Pegasus 41 GTX,https://runrepeat.com/nike-pegasus-41-gtx,https://cdn.runrepeat.com/storage/gallery/product_primary/40602/nike-pegasus-41-gtx-22228247-720.jpg,85 Good!,$160,Daily running,Neutral,11.1 oz / 315g 10 oz / 283g,,11.9 mm 10.0 mm,Heel,19.5 HA,Normal,Decent,Good,Bad,Warm,36.3 mm,24.4 mm,11.9 mm,12.6N,23.2N,Nike,85,160.0,11.9,11.1 oz (315g),315.0,,,,,,,,,,,,,,,,,,
KURU Atom 2,https://runrepeat.com/kuru-atom-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40958/kuru-atom-2-lab-test-and-review-23565731-720.jpg,86 Good!,$169,Daily running,Neutral,12.9 oz / 366g 13.1 oz / 371g,,13.9 mm,Heel,20.0 HA,Small,Good,Good,Decent,2,39.9 mm,26.0 mm,13.9 mm,15.7N,,KURU,86,169.0,13.9,12.9 oz (366g),366.0,,,,,,,,,,,,,,,,,,
Adidas Ultrabounce,https://runrepeat.com/adidas-ultrabounce,https://cdn.runrepeat.com/storage/gallery/product_primary/39727/adidas-ultrabounce-21161586-720.jpg,82 Good!,$80,Daily running,Neutral,11.5 oz / 326g 12.1 oz / 343g,,11.3 mm 9.0 mm,Heel,24.8 HA,Normal,Decent,Decent,Decent,Breathable,30.3 mm,19.0 mm,11.3 mm,14.2N,20.4N,Adidas,82,80.0,11.3,11.5 oz (326g),326.0,,,,,,,,,,,,,,,,,,
ASICS GT 1000 13,https://runrepeat.com/asics-gt-1000-13,https://cdn.runrepeat.com/storage/gallery/product_primary/40407/asics-gt-1000-13-2-21706230-720.jpg,79 Decent!,$110,Daily running,Stability,9.7 oz / 276g 9.7 oz / 274g,,8.7 mm 8.0 mm,HeelMid/forefoot,22.5 HA,Small,Decent,Good,Good,Moderate,33.7 mm,25.0 mm,8.7 mm,11.4N,14.6N,ASICS,79,110.0,8.7,9.7 oz (276g),276.0,,,,,,,,,,,,,,,,,,
New Balance FuelCell SuperComp Trail,https://runrepeat.com/new-balance-fuel-cell-super-comp-trail,https://cdn.runrepeat.com/storage/gallery/product_primary/40088/new-balance-fuel-cell-super-comp-trail-22685117-720.jpg,90 Great!,$200,,Neutral,8.7 oz / 248g 8.8 oz / 249g,✓,13.0 mm 10.0 mm,Heel,11.5 HA,Normal,Decent,Decent,Good,Moderate,34.7 mm,21.7 mm,13.0 mm,,38.6N,New Balance,90,200.0,13.0,,,LightModerate,34.7 mm 36.5 mm,,,,,,,,,,,,,,,,
PUMA ForeverRun Nitro 2,https://runrepeat.com/puma-foreverrun-nitro-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40709/puma-forever-run-nitro-2-23389448-720.jpg,84 Good!,$150,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,,8.8 mm 10.0 mm,HeelMid/forefoot,19.5 HA,Small,Good,Decent,Decent,4,35.3 mm,26.5 mm,8.8 mm,10.8N,,PUMA,84,150.0,8.8,10.3 oz (291g),291.0,,,,,,,,,,,,,,,,,,
ASICS Gel Excite Trail 2,https://runrepeat.com/asics-gel-excite-trail-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40460/asics-gel-excite-trail-2-22285167-720.jpg,81 Good!,$85,,Neutral,10.3 oz / 292g 10.4 oz / 296g,,10.1 mm 8.0 mm,Heel,22.9 HA,Normal,Very bad,Bad,Decent,Moderate,37.7 mm,27.6 mm,10.1 mm,9.8N,17.4N,ASICS,81,85.0,10.1,,,Light,37.7 mm 36.0 mm,,,,,,,,,,,,,,,,
Brooks Levitate 5,https://runrepeat.com/brooks-levitate-5,https://cdn.runrepeat.com/storage/gallery/product_primary/37596/brooks-levitate-5-hero-2-15915131-720.jpg,88 Great!,$150,Daily running,Neutral,10.7 oz / 304g 11 oz / 311g,,9.1 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,-,,,,,,Brooks,88,150.0,,,,,,,,,305,9.1,32.6,37.3,14.4,3,3,,,,,,
Salomon Pulsar Trail,https://runrepeat.com/salomon-pulsar-trail,https://cdn.runrepeat.com/storage/gallery/product_primary/38682/salomon-pulsar-trail-21226094-720.jpg,87 Great!,$130,,Neutral,9.9 oz / 281g 9.9 oz / 280g,,7.2 mm 6.0 mm,Mid/forefoot,18.7 HA,Small,Decent,Good,Good,Moderate,31.0 mm,23.8 mm,7.2 mm,,25.3N,Salomon,87,130.0,7.2,9.9 oz (281g),281.0,Light,31.0 mm 32.6 mm,,,,,,,,,,,,,,,,
Adidas Supernova 2,https://runrepeat.com/adidas-supernova-2,https://cdn.runrepeat.com/storage/gallery/product_primary/38933/adidas-supernova-2-21161574-720.jpg,87 Great!,$100,Daily running,Neutral,9.7 oz / 276g 9.8 oz / 278g,,14.2 mm 9.0 mm,Heel,29.8 HA,Small,Bad,Bad,Bad,Breathable,32.4 mm,18.2 mm,14.2 mm,9.4N,14.0N,Adidas,87,100.0,14.2,9.7 oz (276g),276.0,,,,,,,,,,,,,,,,,,
On Cloudflyer 4,https://runrepeat.com/on-cloudflyer-4,https://cdn.runrepeat.com/storage/gallery/product_primary/39318/on-cloudflyer-4-21216741-720.jpg,84 Good!,$170,Daily running,Stability,10.9 oz / 308g 10.6 oz / 300.5g,,9.8 mm 11.0 mm,HeelMid/forefoot,31.6 HA,Small,Bad,Bad,Decent,4,33.3 mm,23.5 mm,9.8 mm,,15.4N,On,84,170.0,9.8,10.9 oz (308g),308.0,,,,,,,,,,,,,,,,,,
Mizuno Wave Horizon 6,https://runrepeat.com/mizuno-wave-horizon-6,https://cdn.runrepeat.com/storage/gallery/product_primary/38794/mizuno-wave-horizon-6-21236786-720.jpg,89 Great!,$170,Daily running,Stability,11 oz / 313g 11.2 oz / 318g,,6.5 mm 8.0 mm,Mid/forefoot,22.0 HA,Small,-,-,-,-,37.1 mm,30.6 mm,6.5 mm,,34.6N,Mizuno,89,170.0,6.5,11.0 oz (313g),313.0,,,119.5 mm,,,,,,,,,,,,,,,
ASICS Magic Speed 2,https://runrepeat.com/asics-magic-speed-2,https://cdn.runrepeat.com/storage/gallery/product_primary/38959/asics-magic-speed-2-21232017-720.jpg,89 Great!,$150,Tempo,Neutral,8 oz / 228g 8.1 oz / 230g,✓,8.7 mm 7.0 mm,HeelMid/forefoot,-,-,-,-,-,5,35.1 mm,26.4 mm,8.7 mm,,59.4N,ASICS,89,150.0,8.7,8.0 oz (228g),228.0,,,,,,,,,,,,,,,,,,
Adidas Adizero Adios 8,https://runrepeat.com/adidas-adizero-adios-8,https://cdn.runrepeat.com/storage/gallery/product_primary/39958/adidas-adizero-adios-8-2-21158463-720.jpg,90 Great!,$130,Tempo,Neutral,7.4 oz / 210g 7 oz / 198g,✓,7.6 mm 8.0 mm,Mid/forefoot,16.5 HA,Small,Bad,Decent,Good,Breathable,28.0 mm,20.4 mm,7.6 mm,8.8N,17.5N,Adidas,90,130.0,7.6,,,,,,,,,,,,,,,,,,,,
Saucony Xodus Ultra 2,https://runrepeat.com/saucony-xodus-ultra-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39660/saucony-xodus-ultra-2-21196763-720.jpg,88 Great!,$150,,Neutral,10.3 oz / 293g 9.2 oz / 262g,,7.3 mm 6.0 mm,Mid/forefoot,27.5 HA,Small,Bad,Good,Decent,Moderate,34.1 mm,26.8 mm,7.3 mm,,26.3N,Saucony,88,150.0,7.3,10.3 oz (293g),293.0,ModerateTechnical,34.1 mm 32.5 mm,,,,,,,,,,,,,,,,
Mizuno Wave Sky 7,https://runrepeat.com/mizuno-wave-sky-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40107/mizuno-wave-sky-7-21208145-720.jpg,88 Great!,$170,Daily running,Neutral,10.4 oz / 296g 10.7 oz / 303g,,10.9 mm 8.0 mm,Heel,22.0 HA,Small,Good,Good,Good,4,40.9 mm,30.0 mm,10.9 mm,,28.9N,Mizuno,88,170.0,10.9,10.4 oz (296g),296.0,,,,,,,,,,,,,,,,,,
Mizuno Wave Horizon 7,https://runrepeat.com/mizuno-wave-horizon-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40556/mizuno-wave-horizon-7-22349260-720.jpg,88 Great!,$170,Daily running,Stability,11.6 oz / 329g 11.8 oz / 334g,✗,7.2 mm 8.0 mm,HeelMid/forefoot,22.6 HA,Normal,Decent,Bad,Good,Moderate,39.1 mm,31.9 mm,7.2 mm,,27.3N,Mizuno,88,170.0,7.2,11.6 oz (329g),329.0,,,,,,,,,,,,,,,,,,
Saucony Endorphin Shift 2,https://runrepeat.com/saucony-endorphin-shift-2,https://cdn.runrepeat.com/storage/gallery/product_primary/37288/saucony-endorphin-shift-2-hero-2-15915125-720.jpg,88 Great!,$140,Daily running,Neutral,10 oz / 284g 10.4 oz / 296g,,4.3 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,37.3 mm,33.0 mm,4.3 mm,,60.4N,Saucony,88,140.0,4.3,10.0 oz (284g),284.0,,,111.8 mm,90.4 mm,,,,,,,,,,,,,,
Reebok Floatride Energy 5,https://runrepeat.com/reebok-floatride-energy-5,https://cdn.runrepeat.com/storage/gallery/product_primary/39691/reebok-floatride-energy-5-21226086-720.jpg,87 Great!,$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,✗,6.0 mm 8.0 mm,Mid/forefoot,26.5 HA,Small,Bad,Decent,Good,Warm,30.2 mm,24.2 mm,6.0 mm,,18.2N,Reebok,87,110.0,6.0,9.0 oz (254g),254.0,,,,,,,,,,,,,,,,,,
Altra Mont Blanc Carbon,https://runrepeat.com/altra-mont-blanc-carbon,https://cdn.runrepeat.com/storage/gallery/product_primary/40349/altra-mont-blanc-carbon-21482891-720.jpg,86 Good!,$260,,Neutral,8.9 oz / 251g 9.3 oz / 264g,,0.3 mm 0.0 mm,Mid/forefoot,19.6 HA,Normal,Decent,Bad,Good,Moderate,27.2 mm,26.9 mm,0.3 mm,,22.9N,Altra,86,260.0,0.3,8.9 oz (251g),251.0,Moderate,27.2 mm 29.0 mm,,,,,,,,,,,,,,,,
La Sportiva Prodigio,https://runrepeat.com/la-sportiva-prodigio,https://cdn.runrepeat.com/storage/gallery/product_primary/40284/la-sportiva-prodigio-21585045-720.jpg,82 Good!,$155,,Neutral,9.6 oz / 271g 9.5 oz / 270g,,8.9 mm 6.0 mm,HeelMid/forefoot,19.5 HA,Normal,Very bad,Bad,Decent,Moderate,29.3 mm,20.4 mm,8.9 mm,,20.0N,La Sportiva,82,155.0,8.9,9.6 oz (271g),271.0,Moderate,29.3 mm 34.0 mm,,,,,,,,,,,,,,,,
Merrell Morphlite,https://runrepeat.com/merrell-morphlite,https://cdn.runrepeat.com/storage/gallery/product_primary/40461/merrell-morphlite-22256277-720.jpg,87 Great!,$100,,Neutral,8.4 oz / 237g 8.6 oz / 243g,✓,11.0 mm 6.0 mm,Heel,19.3 HA,Small,Bad,Decent,Decent,Moderate,32.3 mm,21.3 mm,11.0 mm,10.2N,,Merrell,87,100.0,11.0,,,Light,32.3 mm 26.0 mm,,,,,,,,,,,,,,,,
Diadora Cellula,https://runrepeat.com/diadora-cellula,https://cdn.runrepeat.com/storage/gallery/product_primary/40822/diadora-cellula-23350903-720.jpg,87 Great!,$170,Daily running,Neutral,9.8 oz / 278g 9.9 oz / 280g,,7.2 mm 5.0 mm,Mid/forefoot,14.5 HA,Big,Decent,Good,Good,3,41.9 mm,34.7 mm,7.2 mm,17.2N,,Diadora,87,170.0,7.2,9.8 oz (278g),278.0,,,,,,,,,,,,,,,,,,
Altra Rivera 4,https://runrepeat.com/altra-rivera-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40318/altra-rivera-4-primary-21408474-720.jpg,85 Good!,$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,✓,0.4 mm 0.0 mm,Mid/forefoot,19.8 HA,Normal,Decent,Bad,Good,Moderate,28.4 mm,28.0 mm,0.4 mm,,18.7N,Altra,85,130.0,0.4,8.3 oz (235g),235.0,,,,,,,,,,,,,,,,,,
Hoka Speedgoat 5 GTX,https://runrepeat.com/hoka-speedgoat-5-gtx,https://cdn.runrepeat.com/storage/gallery/product_primary/39555/hoka-speedgoat-5-gtx-21208109-720.jpg,82 Good!,$170,,Neutral,11.3 oz / 319g 11.5 oz / 326g,,7.0 mm 4.0 mm,Mid/forefoot,19.4 HA,Big,Good,Good,Decent,Moderate,34.6 mm,27.6 mm,7.0 mm,,29.8N,HOKA,82,170.0,7.0,11.3 oz (319g),319.0,Moderate,34.6 mm,,,,,,,,,,,,,,,,
New Balance Fresh Foam X Evoz v3,https://runrepeat.com/new-balance-fresh-foam-x-evoz-v3,https://cdn.runrepeat.com/storage/gallery/product_primary/40099/new-balance-fresh-foam-x-evoz-v-3-2-22502780-720.jpg,79 Decent!,$100,Daily running,Neutral,9.1 oz / 257g 9.5 oz / 270g,,7.9 mm 6.0 mm,Mid/forefoot,20.6 HA,Small,Decent,Decent,Good,Warm,34.3 mm,26.4 mm,7.9 mm,12.9N,18.3N,New Balance,79,100.0,7.9,9.1 oz (257g),257.0,,,,,,,,,,,,,,,,,,
PUMA Deviate Nitro Elite 2,https://runrepeat.com/puma-deviate-nitro-elite-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39912/puma-deviate-nitro-elite-2-21216753-720.jpg,85 Good!,$200,Competition,Neutral,7.5 oz / 214g 7.4 oz / 210g,✓,9.1 mm 6.0 mm,HeelMid/forefoot,13.9 HA,Big,Decent,Good,-,Breathable,35.0 mm,25.9 mm,9.1 mm,,37.6N,PUMA,85,200.0,9.1,7.5 oz (214g),214.0,,,,,,,,,,,,,,,,,,
Salomon XA Pro 3D V8,https://runrepeat.com/salomon-xa-pro-3d-v8,https://cdn.runrepeat.com/storage/gallery/product_primary/34784/salomon-xa-pro-3-d-v-8-21237219-720.jpg,89 Great!,$130,,Stability,12.3 oz / 350g 12 oz / 340g,,14.6 mm 11.0 mm,Heel,36.9 HA,Small,-,-,-,Moderate,35.0 mm,20.4 mm,14.6 mm,,44.7N,Salomon,89,130.0,14.6,12.3 oz (350g),350.0,LightModerate,35.0 mm 28.0 mm,,,,,,,,,,,,,,,,
Saucony Xodus Ultra 3,https://runrepeat.com/saucony-xodus-ultra-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40427/saucony-xodus-ultra-3-21839179-720.jpg,83 Good!,$160,,Neutral,10.7 oz / 302g 10.2 oz / 288g,,5.9 mm 6.0 mm,Mid/forefoot,15.9 HA,Small,Decent,Good,Good,Moderate,35.1 mm,29.2 mm,5.9 mm,15.9N,24.5N,Saucony,83,160.0,5.9,,,Technical,35.1 mm 36.0 mm,,,,,,,,,,,,,,,,
Adidas Adizero Adios Pro 2.0,https://runrepeat.com/adidas-adizero-adios-pro-20,https://cdn.runrepeat.com/storage/gallery/product_primary/37483/adidas-adizero-adios-pro-2-0-21177882-720.jpg,92 Superb!,$220,Competition,Neutral,7.9 oz / 223g 7.6 oz / 215g,✓,10.3 mm 10.0 mm,Heel,-,-,-,-,-,-,40.0 mm,29.7 mm,10.3 mm,,78.1N,Adidas,92,220.0,10.3,7.9 oz (223g),223.0,,,106.1 mm,,,,,,,,,,,,,,,
Saucony Kinvara 12,https://runrepeat.com/saucony-kinvara-12,https://cdn.runrepeat.com/storage/gallery/product_primary/36801/saucony-kinvara-12-hero-2-15915105-720.jpg,90 Great!,$110,Tempo,Neutral,7.7 oz / 218g 7.5 oz / 213g,✓,4.6 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,26.1 mm,21.5 mm,4.6 mm,,,Saucony,90,110.0,4.6,7.7 oz (218g),218.0,,,112.5 mm,88.3 mm,,,,,,,,,,,,,,
Hoka Gaviota 3,https://runrepeat.com/hoka-gaviota-3,https://cdn.runrepeat.com/storage/gallery/product_primary/36952/hoka-gaviota-3-hero-2-15915093-720.jpg,87 Great!,$160,Daily running,Stability,11.2 oz / 318g 11.3 oz / 320g,✗,9.6 mm 5.0 mm,HeelMid/forefoot,-,-,-,-,-,-,39.4 mm,29.8 mm,9.6 mm,,,HOKA,87,160.0,9.6,11.2 oz (318g),318.0,,,117.9 mm,105.2 mm,,,,,,,,,,,,,,
Nike Wildhorse 7,https://runrepeat.com/nike-wildhorse-7,https://cdn.runrepeat.com/storage/gallery/product_primary/37009/nike-wildhorse-7-21237193-720.jpg,87 Great!,$130,,Neutral,11.2 oz / 318g 11 oz / 312g,,7.3 mm 8.0 mm,Mid/forefoot,-,-,-,-,-,-,33.5 mm,26.2 mm,7.3 mm,,31.1N,Nike,87,130.0,7.3,11.2 oz (318g),318.0,LightModerate,33.5 mm 30.0 mm,105.7 mm,,,,,,,,,,,,,,,
Hoka Arahi 5,https://runrepeat.com/hoka-arahi-5,https://cdn.runrepeat.com/storage/gallery/product_primary/36936/hoka-one-one-arahi-5-hero-2-15915102-720.jpg,89 Great!,$130,Daily running,Stability,9.3 oz / 263g 9.7 oz / 275g,,5.0 mm 5.0 mm,Mid/forefoot,-,-,-,-,-,-,33.8 mm,28.8 mm,5.0 mm,,,HOKA,89,130.0,5.0,9.3 oz (263g),263.0,,,116.0 mm,97.2 mm,3.7 mm,,,,,,,,,,,,,
Salomon Supercross 4,https://runrepeat.com/salomon-supercross-4,https://cdn.runrepeat.com/storage/gallery/product_primary/39382/salomon-supercross-4-21230512-720.jpg,85 Good!,$120,,Neutral,11.1 oz / 315g 10.7 oz / 303g,,15.2 mm 11.0 mm,Heel,19.3 HA,Small,Good,Good,Good,Moderate,35.1 mm,19.9 mm,15.2 mm,,17.5N,Salomon,85,120.0,15.2,11.1 oz (315g),315.0,ModerateTechnical,35.1 mm 32.0 mm,,,,,,,,,,,,,,,,
Merrell Nova 2,https://runrepeat.com/merrell-nova-2,https://cdn.runrepeat.com/storage/gallery/product_primary/36442/merrell-nova-2-26-16359777-720.jpg,85 Good!,$110,,Neutral,10.3 oz / 293g 9.9 oz / 280g,,9.3 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,-,35.1 mm,25.8 mm,9.3 mm,,26.6N,Merrell,85,110.0,9.3,10.3 oz (293g),293.0,ModerateTechnical,35.1 mm 29.0 mm,110.1 mm,,,,,,,,,,,,,,,
Merrell Antora 3,https://runrepeat.com/merrell-antora-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39799/merrell-antora-3-23063295-720.jpg,83 Good!,$125,,Neutral,10.1 oz / 285g,,9.1 mm,HeelMid/forefoot,22.5 HA,Normal,Decent,Bad,Good,Breathable,33.5 mm,24.4 mm,9.1 mm,14.4N,,Merrell,83,125.0,9.1,10.1 oz (285g),285.0,Light,33.5 mm,,,,,,,,,,,,,,,,
Saucony Peregrine 15,https://runrepeat.com/saucony-peregrine-15,https://cdn.runrepeat.com/storage/gallery/product_primary/40672/saucony-peregrine-15-23328826-720.jpg,78 Decent!,$140,,Neutral,9.4 oz / 266g 9.7 oz / 275g,,3.7 mm 4.0 mm,Mid/forefoot,14.9 HA,Small,Good,Decent,Good,Moderate,29.5 mm,25.8 mm,3.7 mm,11.1N,,Saucony,78,140.0,3.7,9.4 oz (266g),266.0,LightModerate,29.5 mm 28.0 mm,,,,,,,,,,,,,,,,
Saucony Hurricane 25,https://runrepeat.com/saucony-hurricane-25,https://cdn.runrepeat.com/storage/gallery/product_primary/40921/saucony-hurricane-25-23715760-720.jpg,N/A,$170,Daily running,Stability,10.1 oz / 286g 10 oz / 283g,,7.1 mm 6.0 mm,Mid/forefoot,16.6 HA,Small,Decent,Decent,Good,2,40.2 mm,33.1 mm,7.1 mm,15.5N,,Saucony,N/A,170.0,7.1,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
HOKA Challenger 8,https://runrepeat.com/hoka-challenger-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40938/hoka-challenger-8-23690594-720.jpg,N/A,$155,,Neutral,9.5 oz / 269g 9.7 oz / 275g,,10.1 mm 8.0 mm,Heel,14.1 HA,Normal,Good,Good,Good,Breathable,40.2 mm,30.1 mm,10.1 mm,12.0N,,HOKA,N/A,155.0,10.1,9.5 oz (269g),269.0,LightModerate,40.2 mm 42.0 mm,,,,,,,,,,,,,,,,
Mizuno Wave Rider 26,https://runrepeat.com/mizuno-wave-rider-26,https://cdn.runrepeat.com/storage/gallery/product_primary/39229/mizuno-wave-rider-26-21236701-720.jpg,87 Great!,$140,Daily running,Neutral,10.3 oz / 291g 10 oz / 283g,,11.8 mm 12.0 mm,Heel,19.6 HA,Small,-,-,-,4,39.2 mm,27.4 mm,11.8 mm,,28.2N,Mizuno,87,140.0,11.8,10.3 oz (291g),291.0,,,,,,,,,,,,,,,,,,
Brooks Glycerin Stealthfit 20,https://runrepeat.com/brooks-glycerin-stealthfit-20,https://cdn.runrepeat.com/storage/gallery/product_primary/39195/brooks-glycerin-stealthfit-20-21189518-720.jpg,86 Good!,$160,Daily running,Neutral,9.9 oz / 281g 9.4 oz / 266.5g,,12.5 mm 10.0 mm,Heel,29.3 HA,Small,Decent,Good,Good,5,38.8 mm,26.3 mm,12.5 mm,,30.8N,Brooks,86,160.0,12.5,9.9 oz (281g),281.0,,,,,,,,,,,,,,,,,,
Xero Shoes HFS II,https://runrepeat.com/xero-shoes-hfs-ii,https://cdn.runrepeat.com/storage/gallery/product_primary/40610/xero-shoes-hfs-ii-22285004-720.jpg,85 Good!,$120,Daily running,Neutral,8.6 oz / 244g 8.3 oz / 235g,✓,1.0 mm 0.0 mm,Mid/forefoot,49.0 HA,Small,Decent,Bad,Decent,Breathable,13.1 mm,12.1 mm,1.0 mm,,10.5N,Xero Shoes,85,120.0,1.0,8.6 oz (244g),244.0,,,,,,,,,,,,,,,,,,
Brooks Launch GTS 10,https://runrepeat.com/brooks-launch-gts-10,https://cdn.runrepeat.com/storage/gallery/product_primary/39686/brooks-launch-gts-10-21189524-720.jpg,84 Good!,$110,Daily runningTempo,Stability,8.5 oz / 241g 8.4 oz / 238g,✓,12.2 mm 10.0 mm,Heel,19.6 HA,Normal,Decent,Good,Good,Moderate,35.4 mm,23.2 mm,12.2 mm,,19.1N,Brooks,84,110.0,12.2,8.5 oz (241g),241.0,,,,,,,,,,,,,,,,,,
ASICS Gel Excite 8,https://runrepeat.com/asics-gel-excite-8,https://cdn.runrepeat.com/storage/gallery/product_primary/37072/asics-gel-excite-8-hero-shot-16229086-720.jpg,83 Good!,$75,Daily running,Neutral,9.5 oz / 268g 9.9 oz / 280g,,12.3 mm 10.0 mm,Heel,-,-,-,-,-,-,35.8 mm,23.5 mm,12.3 mm,,20.0N,ASICS,83,75.0,12.3,9.5 oz (268g),268.0,,,113.7 mm,90.6 mm,,,,,,,,,,,,,,
Altra Provision 8,https://runrepeat.com/altra-provision-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40246/altra-provision-8-21952346-720.jpg,84 Good!,$140,Daily running,Stability,9.6 oz / 273g 10.2 oz / 289g,✗,0.2 mm 0.0 mm,Mid/forefoot,20.3 HA,Normal,Decent,Decent,Good,Moderate,26.0 mm,25.8 mm,0.2 mm,,22.7N,Altra,84,140.0,0.2,9.6 oz (273g),273.0,,,,,,,,,,,,,,,,,,
Adidas Alphabounce+,https://runrepeat.com/adidas-alpha-bounce,https://cdn.runrepeat.com/storage/gallery/product_primary/33329/adidas-alphabounce-21158471-720.jpg,80 Good!,$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,,11.5 mm 10.0 mm,Heel,22.4 HA,Small,Bad,Bad,Good,3,37.7 mm,26.2 mm,11.5 mm,,26.3N,Adidas,80,100.0,11.5,12.0 oz (340g),340.0,,,,,,,,,,,,,,,,,,
Mizuno Wave Inspire 21,https://runrepeat.com/mizuno-wave-inspire-21,https://cdn.runrepeat.com/storage/gallery/product_primary/40673/mizuno-wave-inspire-21-23053633-720.jpg,81 Good!,$140,Daily running,Stability,10.1 oz / 286g 4.9 oz / 140g,,12.9 mm 12.0 mm,Heel,26.6 HA,Small,Decent,Good,Good,3,38.0 mm,25.1 mm,12.9 mm,14.5N,,Mizuno,81,140.0,12.9,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
ASICS GT 1000 14,https://runrepeat.com/asics-gt-1000-14,https://cdn.runrepeat.com/storage/gallery/product_primary/40866/asics-gt-1000-14-23324300-720.jpg,81 Good!,$110,Daily running,Stability,9.6 oz / 272g 9.3 oz / 265g,✗,9.6 mm 8.0 mm,HeelMid/forefoot,19.4 HA,Normal,Decent,Good,Good,Warm,35.4 mm,25.8 mm,9.6 mm,12.3N,,ASICS,81,110.0,9.6,9.6 oz (272g),272.0,,,,,,,,,,,,,,,,,,
