name,url,image,audience score,price,pace,arch support,weight lab weight brand,lightweight,drop lab drop brand,strike pattern,midsole softness,difference in midsole softness in cold,toebox durability,heel padding durability,outsole durability,breathability,heel stack,forefoot stack,drop,flexibility / stiffness (new method),flexibility / stiffness (old method),brand,audience_score,price_usd,drop_mm,weight,weight_grams,trail terrain,heel stack lab heel stack brand,midsole width - forefoot,midsole width - heel,outsole thickness,weight (g),drop (mm),flexibility of the shoe (n),flexibility of the shoe (freezer 20 min) (n),flexibility of the shoe (% of change),"longitudinal flexibility (1-5 scale, 5 being the stiffest)","torsional flexibility (1-5 scale, 5 being the stiffest)",flexibility of the shoe (freezer 1 hour) (n),"longitudinal flexibility (on a 0-5 scale, 0 being the stiffest)","torsional flexibility (on a 0-5 scale, 0 being the stiffest)",agility and responsiveness,outsole hardness,fuelcell supercomp pacer v2
New Balance FuelCell Propel v5,https://runrepeat.com/new-balance-fuelcell-propel-v5,https://cdn.runrepeat.com/storage/gallery/product_primary/40400/new-balance-fuel-cell-propel-v-5-21937373-720.jpg,79 Decent!,$120,Daily runningTempo,Neutral,9.5 oz / 269g 9.7 oz / 275g,,6.7 mm 6.0 mm,Mid/forefoot,9.8 HA,Normal,Bad,Bad,Decent,Breathable,35.2 mm,28.5 mm,6.7 mm,11.0N,18.8N,New Balance,79,120.0,6.7,9.5 oz (269g),269.0,,,,,,,,,,,,,,,,,,
Merrell Moab Flight,https://runrepeat.com/merrell-moab-flight,https://cdn.runrepeat.com/storage/gallery/product_primary/37259/merrell-moab-flight-22673535-720.jpg,89 Great!,$110,,Neutral,9.6 oz / 271g 10.6 oz / 300g,✗,13.5 mm 10.0 mm,Heel,24.0 HA,Normal,Good,Good,Good,Warm,32.6 mm,19.1 mm,13.5 mm,,14.2N,Merrell,89,110.0,13.5,,,Light,32.6 mm 29.0 mm,,,,,,,,,,,,,,,,
On Cloudsurfer 7,https://runrepeat.com/on-cloudsurfer-7,https://cdn.runrepeat.com/storage/gallery/product_primary/39778/on-cloudsurfer-7-21216747-720.jpg,86 Good!,$160,Daily running,Neutral,8.4 oz / 237g 8.6 oz / 245g,✓,14.6 mm 10.0 mm,Heel,20.4 HA,Big,Bad,Bad,Good,Moderate,36.3 mm,21.7 mm,14.6 mm,6.6N,12.5N,On,86,160.0,14.6,,,,,,,,,,,,,,,,,,,,
Brooks Divide 4,https://runrepeat.com/brooks-divide-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40132/brooks-divide-4-21189516-720.jpg,86 Good!,$100,,Neutral,9.9 oz / 282g 10.4 oz / 294.8g,,9.2 mm 8.0 mm,HeelMid/forefoot,23.3 HA,Big,Bad,Bad,Decent,Moderate,32.1 mm,22.9 mm,9.2 mm,,21.6N,Brooks,86,100.0,9.2,9.9 oz (282g),282.0,Light,32.1 mm 30.0 mm,,,,,,,,,,,,,,,,
Saucony Peregrine 12,https://runrepeat.com/saucony-peregrine-12,https://cdn.runrepeat.com/storage/gallery/product_primary/37965/saucony-peregrine-12-2-16359805-720.jpg,86 Good!,$130,,Neutral,10.1 oz / 285g 9.6 oz / 272g,,6.9 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,,,,,,Saucony,86,130.0,,,,Technical,30.2 mm 26.5 mm,,,,285,6.9,38.3,48.2,25.8,3.0,,,,,,,
Saucony Guide 14,https://runrepeat.com/saucony-guide-14,https://cdn.runrepeat.com/storage/gallery/product_primary/36932/saucony-guide-14-hero-2-15915099-720.jpg,87 Great!,$130,Daily running,Stability,10.8 oz / 306g 10.5 oz / 298g,,9.4 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,-,33.8 mm,24.4 mm,9.4 mm,,,Saucony,87,130.0,9.4,10.8 oz (306g),306.0,,,116.6 mm,90.8 mm,4.0 mm,,,,,,,,,,,,,
Hoka Zinal 2,https://runrepeat.com/hoka-zinal-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39970/hoka-zinal-2-2-21208116-720.jpg,84 Good!,$180,,Neutral,7.5 oz / 213g 8 oz / 227g,✓,7.2 mm 5.0 mm,Mid/forefoot,12.9 HA,Big,Very bad,Good,Decent,Moderate,29.8 mm,22.6 mm,7.2 mm,,17.2N,HOKA,84,180.0,7.2,,,Moderate,29.8 mm 30.0 mm,,,,,,,,,,,,,,,,
Saucony Sinister,https://runrepeat.com/saucony-sinister,https://cdn.runrepeat.com/storage/gallery/product_primary/39694/saucony-sinister-21140024-720.jpg,87 Great!,$150,Tempo,Neutral,5.3 oz / 149g 4.9 oz / 139g,✓,7.8 mm 6.0 mm,Mid/forefoot,22.9 HA,Small,Bad,Good,Decent,Moderate,25.2 mm,17.4 mm,7.8 mm,,10.1N,Saucony,87,150.0,7.8,5.3 oz (149g),149.0,,,,,,,,,,,,,,,,,,
Reebok Floatride Energy 3,https://runrepeat.com/reebok-floatride-energy-3,https://cdn.runrepeat.com/storage/gallery/product_primary/36944/reebok-floatride-energy-3-hero-2-15915134-720.jpg,91 Superb!,$100,Daily running,Neutral,9 oz / 256g 8.5 oz / 241g,,7.1 mm 9.0 mm,Mid/forefoot,-,-,-,-,-,-,30.2 mm,23.1 mm,7.1 mm,,18.9N,Reebok,91,100.0,7.1,9.0 oz (256g),256.0,,,107.5 mm,91.3 mm,,,,,,,,,,,,,,
Adidas Switch FWD 2,https://runrepeat.com/adidas-switch-fwd-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40425/adidas-switch-fwd-2-21961480-720.jpg,85 Good!,$140,Daily running,Neutral,10.2 oz / 288g 10.4 oz / 294g,,11.7 mm 10.0 mm,Heel,23.5 HA,Normal,Decent,Good,Decent,3,44.0 mm,32.3 mm,11.7 mm,,18.9N,Adidas,85,140.0,11.7,10.2 oz (288g),288.0,,,,,,,,,,,,,,,,,,
Merrell Nova 3,https://runrepeat.com/merrell-nova-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39707/merrell-nova-3-21208135-720.jpg,80 Good!,$125,,Neutral,10.8 oz / 305g 10.4 oz / 295g,,9.9 mm 8.0 mm,HeelMid/forefoot,24.0 HA,Small,Decent,Decent,Good,Moderate,34.1 mm,24.2 mm,9.9 mm,15.0N,32.0N,Merrell,80,125.0,9.9,,,LightModerate,34.1 mm 29.0 mm,,,,,,,,,,,,,,,,
Nike Air Zoom Terra Kiger 6,https://runrepeat.com/nike-air-zoom-terra-kiger-6,https://cdn.runrepeat.com/storage/gallery/product_primary/34762/asics-gt-1000-10-hero-16203655-720.jpg,87 Great!,$130,,Neutral,11.2 oz / 317g 10.3 oz / 291g,,4.4 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,19.6 mm,15.2 mm,4.4 mm,,31.2N,Nike,87,130.0,4.4,11.2 oz (317g),317.0,Moderate,19.6 mm 15.0 mm,112.0 mm,,,,,,,,,,,,,,,
Brooks Levitate Stealthfit 6,https://runrepeat.com/brooks-levitate-stealthfit-6,https://cdn.runrepeat.com/storage/gallery/product_primary/39668/brooks-levitate-stealthfit-6-21189527-720.jpg,83 Good!,$150,Daily running,Neutral,9.9 oz / 281g 9.9 oz / 280g,,7.5 mm 8.0 mm,Mid/forefoot,21.5 HA,Small,Good,Good,Good,2,32.9 mm,25.4 mm,7.5 mm,,19.1N,Brooks,83,150.0,7.5,9.9 oz (281g),281.0,,,,,,,,,,,,,,,,,,
PUMA Magnify Nitro 2,https://runrepeat.com/puma-magnify-nitro-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39930/puma-magnify-nitro-2-21147563-720.jpg,83 Good!,$150,Daily running,Neutral,9.9 oz / 281g 10.1 oz / 286g,,9.3 mm 10.0 mm,HeelMid/forefoot,19.3 HA,Normal,Good,Bad,Good,Warm,37.1 mm,27.8 mm,9.3 mm,15.0N,30.0N,PUMA,83,150.0,9.3,9.9 oz (281g),281.0,,,,,,,,,,,,,,,,,,
Under Armour Surge 4,https://runrepeat.com/under-armour-surge-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40589/under-armour-surge-4-23573287-720.jpg,82 Good!,$65,Daily running,Neutral,10.4 oz / 295g 10 oz / 284g,,9.0 mm 8.0 mm,HeelMid/forefoot,26.0 HA,Small,Decent,Decent,Good,3,33.5 mm,24.5 mm,9.0 mm,15.4N,,Under Armour,82,65.0,9.0,10.4 oz (295g),295.0,,,,,,,,,,,,,,,,,,
ASICS Gel Nimbus Lite 3,https://runrepeat.com/asics-gel-nimbus-lite-3,https://cdn.runrepeat.com/storage/gallery/product_primary/37947/asics-gel-nimbus-lite-3-21-16337996-720.jpg,89 Great!,$160,Daily running,Neutral,9 oz / 254g 9.1 oz / 259g,,9.9 mm 10.0 mm,HeelMid/forefoot,-,-,-,-,-,-,34.9 mm,25.0 mm,9.9 mm,,27.4N,ASICS,89,160.0,9.9,9.0 oz (254g),254.0,,,113.1 mm,91.4 mm,,,,,,,,,,,,,,
ASICS Gel Excite 9,https://runrepeat.com/asics-gel-excite-9,https://cdn.runrepeat.com/storage/gallery/product_primary/38051/asics-gel-excite-9-21232029-720.jpg,81 Good!,$75,Daily running,Neutral,9.7 oz / 275g 9 oz / 255g,,9.0 mm 10.0 mm,HeelMid/forefoot,29.0 HA,Small,-,-,-,5,31.7 mm,22.7 mm,9.0 mm,,24.3N,ASICS,81,75.0,9.0,9.7 oz (275g),275.0,,,,,,,,,,,,,,,,,,
Saucony Axon 2,https://runrepeat.com/saucony-axon-2,https://cdn.runrepeat.com/storage/gallery/product_primary/38394/saucony-axon-2-21237222-720.jpg,89 Great!,$100,Daily runningTempo,Neutral,9.9 oz / 282g 9.6 oz / 272g,✗,7.8 mm 4.0 mm,Mid/forefoot,22.3 HA,Small,Bad,-,-,Moderate,35.3 mm,27.5 mm,7.8 mm,,39.9N,Saucony,89,100.0,7.8,9.9 oz (282g),282.0,,,,,,,,,,,,,,,,,,
Diadora Atomo Star,https://runrepeat.com/diadora-atomo-star,https://cdn.runrepeat.com/storage/gallery/product_primary/40771/diadora-atomo-star-23345814-720.jpg,88 Great!,$240,Daily running,Neutral,9.5 oz / 268g 9.7 oz / 275g,✗,7.8 mm 6.0 mm,Mid/forefoot,14.0 HA,Normal,Decent,Bad,Good,Moderate,39.9 mm,32.1 mm,7.8 mm,13.8N,,Diadora,88,240.0,7.8,9.5 oz (268g),268.0,,,,,,,,,,,,,,,,,,
Salomon S/Lab Genesis,https://runrepeat.com/salomon-s-lab-genesis,https://cdn.runrepeat.com/storage/gallery/product_primary/40725/salomon-s-lab-genesis-23625491-720.jpg,92 Superb!,$199,,Neutral,8.8 oz / 249g 9.1 oz / 258g,✓,7.8 mm 8.0 mm,Mid/forefoot,19.5 HA,Small,Bad,Decent,Decent,Moderate,31.9 mm,24.1 mm,7.8 mm,13.8N,,Salomon,92,199.0,7.8,,,LightModerate,31.9 mm 33.0 mm,,,,,,,,,,,,,,,,
Brooks Divide 3,https://runrepeat.com/brooks-divide-3,https://cdn.runrepeat.com/storage/gallery/product_primary/38663/brooks-divide-3-21225957-720.jpg,90 Great!,$100,,Neutral,10.3 oz / 291g 10.1 oz / 285g,,8.4 mm 8.0 mm,HeelMid/forefoot,33.5 HA,Small,Very bad,Bad,Good,Moderate,31.1 mm,22.7 mm,8.4 mm,,29.8N,Brooks,90,100.0,8.4,10.3 oz (291g),291.0,LightModerate,31.1 mm 30.0 mm,,,,,,,,,,,,,,,,
Brooks Catamount 2,https://runrepeat.com/brooks-catamount-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39489/brooks-catamount-2-21189515-720.jpg,87 Great!,$170,,Neutral,9.7 oz / 275g 9.7 oz / 275g,,6.4 mm 6.0 mm,Mid/forefoot,22.0 HA,Small,Bad,Good,Good,Moderate,29.0 mm,22.6 mm,6.4 mm,,29.1N,Brooks,87,170.0,6.4,9.7 oz (275g),275.0,LightModerate,29.0 mm 29.0 mm,,,,,,,,,,,,,,,,
On Cloudflow 3.0,https://runrepeat.com/on-cloudflow-3-0,https://cdn.runrepeat.com/storage/gallery/product_primary/37984/on-cloudflow-3-29-16296419-720.jpg,87 Great!,$140,Daily runningTempo,Neutral,8.9 oz / 251g 8.7 oz / 247g,✗,9.6 mm 6.0 mm,HeelMid/forefoot,-,-,-,-,-,-,32.0 mm,22.4 mm,9.6 mm,,33.2N,On,87,140.0,9.6,8.9 oz (251g),251.0,,,107.1 mm,,,,,,,,,,,,,,,
Hoka Torrent 3,https://runrepeat.com/hoka-torrent-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39607/hoka-torrent-3-21208113-720.jpg,84 Good!,$130,,Neutral,9.1 oz / 258g 8.7 oz / 247g,,7.1 mm 5.0 mm,Mid/forefoot,23.9 HA,Small,Decent,Decent,Good,Moderate,29.5 mm,22.4 mm,7.1 mm,,29.1N,HOKA,84,130.0,7.1,9.1 oz (258g),258.0,Moderate,29.5 mm 23.0 mm,,,,,,,,,,,,,,,,
Adidas Pureboost 5,https://runrepeat.com/adidas-pureboost-5,https://cdn.runrepeat.com/storage/gallery/product_primary/40657/adidas-pureboost-5-22934973-720.jpg,83 Good!,$130,Daily running,Neutral,9 oz / 254g 9.5 oz / 270g,,9.2 mm 10.0 mm,HeelMid/forefoot,20.9 HA,Small,Good,Good,Decent,4,31.2 mm,22.0 mm,9.2 mm,13.0N,,Adidas,83,130.0,9.2,9.0 oz (254g),254.0,,,,,,,,,,,,,,,,,,
Salomon Ultra Flow,https://runrepeat.com/salomon-ultra-flow,https://cdn.runrepeat.com/storage/gallery/product_primary/40705/salomon-ultra-flow-23339694-720.jpg,83 Good!,$120,,Neutral,9.1 oz / 258g 8.6 oz / 244g,,12.5 mm 6.0 mm,Heel,18.4 HA,Normal,Good,Decent,Decent,Moderate,34.9 mm,22.4 mm,12.5 mm,11.0N,,Salomon,83,120.0,12.5,9.1 oz (258g),258.0,Light,34.9 mm 32.0 mm,,,,,,,,,,,,,,,,
Altra Vanish Carbon,https://runrepeat.com/altra-vanish-carbon,https://cdn.runrepeat.com/storage/gallery/product_primary/38407/altra-vanish-carbon-primary-21189482-720.jpg,83 Good!,$240,Competition,Neutral,7.8 oz / 221g 7.2 oz / 204g,✓,5.4 mm 0.0 mm,Mid/forefoot,29.4 HA,Small,Bad,Good,Bad,Breathable,33.7 mm,28.3 mm,5.4 mm,,45.0N,Altra,83,240.0,5.4,7.8 oz (221g),221.0,,,,,,,,,,,,,,,,,,
Adidas Fluidflow 2.0,https://runrepeat.com/adidas-fluidflow-20,https://cdn.runrepeat.com/storage/gallery/product_primary/37020/adidas-fluidflow-2-0-21158479-720.jpg,80 Good!,$80,Daily running,Neutral,11.1 oz / 316g 11 oz / 312g,✗,8.1 mm,HeelMid/forefoot,25.3 HA,Small,Decent,Good,Good,Moderate,26.4 mm,18.3 mm,8.1 mm,,18.5N,Adidas,80,80.0,8.1,11.1 oz (316g),316.0,,,,,,,,,,,,,,,,,,
Inov8 Trailfly,https://runrepeat.com/inov8-trailfly,https://cdn.runrepeat.com/storage/gallery/product_primary/40326/inov-8-trailfly-21488093-720.jpg,88 Great!,$150,,Neutral,9.9 oz / 282g 9.9 oz / 280g,✗,6.0 mm 6.0 mm,Mid/forefoot,18.0 HA,Small,Decent,Good,Good,Moderate,30.1 mm,24.1 mm,6.0 mm,,17.9N,Inov8,88,150.0,6.0,,,LightModerate,30.1 mm 29.0 mm,,,,,,,,,,,,,,,,
Brooks Trace 3,https://runrepeat.com/brooks-trace-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40239/brooks-trace-3-21506318-720.jpg,76 Bad!,$100,Daily running,Neutral,9.1 oz / 257g 9 oz / 255g,,11.9 mm 12.0 mm,Heel,24.5 HA,Small,Bad,Good,Good,Moderate,34.1 mm,22.2 mm,11.9 mm,11.9N,19.6N,Brooks,76,100.0,11.9,9.1 oz (257g),257.0,,,,,,,,,,,,,,,,,,
Allbirds Tree Flyer 2,https://runrepeat.com/allbirds-tree-flyer-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40154/allbirds-tree-flyer-2-primary-21334709-720.jpg,86 Good!,$160,Daily running,Neutral,10.3 oz / 293g 10.6 oz / 300.5g,,8.1 mm 8.5 mm,HeelMid/forefoot,22.0 HA,Small,Good,Decent,Good,4,32.1 mm,24.0 mm,8.1 mm,,24.1N,Allbirds,86,160.0,8.1,10.3 oz (293g),293.0,,,,,,,,,,,,,,,,,,
Brooks Launch GTS 9,https://runrepeat.com/brooks-launch-gts-9,https://cdn.runrepeat.com/storage/gallery/product_primary/38390/brooks-launch-gts-9-primary-21367802-720.jpg,87 Great!,$110,Daily runningTempo,Stability,8.6 oz / 245g 8.7 oz / 246g,✓,10.4 mm 10.0 mm,Heel,26.4 HA,Small,Decent,Good,Good,Warm,33.8 mm,23.4 mm,10.4 mm,,24.3N,Brooks,87,110.0,10.4,8.6 oz (245g),245.0,,,,,,,,,,,,,,,,,,
HOKA Mafate 5,https://runrepeat.com/hoka-mafate-5,https://cdn.runrepeat.com/storage/gallery/product_primary/41001/hoka-mafate-5-23685171-720.jpg,N/A,$185,,Neutral,11.1 oz / 315g 11.7 oz / 332g,,9.0 mm 8.0 mm,HeelMid/forefoot,15.8 HA,Small,Decent,Decent,Good,Moderate,42.9 mm,33.9 mm,9.0 mm,17.1N,,HOKA,N/A,185.0,9.0,11.1 oz (315g),315.0,LightModerate,42.9 mm 45.0 mm,,,,,,,,,,,,,,,,
Under Armour Infinite Pro,https://runrepeat.com/under-armour-infinite-pro,https://cdn.runrepeat.com/storage/gallery/product_primary/40577/under-armour-infinite-pro-23570089-720.jpg,85 Good!,$130,Daily running,Neutral,10.8 oz / 305g 10.8 oz / 306g,,8.3 mm 8.0 mm,HeelMid/forefoot,18.8 HA,Small,Decent,Decent,Good,4,41.3 mm,33.0 mm,8.3 mm,20.5N,,Under Armour,85,130.0,8.3,10.8 oz (305g),305.0,,,,,,,,,,,,,,,,,,
ASICS GT 1000 11,https://runrepeat.com/asics-gt-1000-11,https://cdn.runrepeat.com/storage/gallery/product_primary/38417/asics-gt-1000-11-21232025-720.jpg,85 Good!,$100,Daily running,Stability,9.9 oz / 281g 9.5 oz / 270g,,9.0 mm 8.0 mm,HeelMid/forefoot,Soft,Small,-,-,-,-,,,,,,ASICS,85,100.0,,,,,,,,,281*,9.0,23.8,45.0,89.4%,3,3,,,,,,
Adidas Questar 3,https://runrepeat.com/adidas-questar-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40713/adidas-questar-3-23074792-720.jpg,82 Good!,$75,Daily running,Neutral,10.4 oz / 295g 10.8 oz / 306g,,8.5 mm 5.0 mm,HeelMid/forefoot,21.3 HA,Big,Decent,Good,Good,4,33.5 mm,25.0 mm,8.5 mm,14.2N,,Adidas,82,75.0,8.5,10.4 oz (295g),295.0,,,,,,,,,,,,,,,,,,
Hoka Challenger 7 GTX,https://runrepeat.com/hoka-challenger-7-gtx,https://cdn.runrepeat.com/storage/gallery/product_primary/39753/hoka-challenger-7-gtx-21208095-720.jpg,78 Decent!,$160,,Neutral,9.9 oz / 281g 9 oz / 255g,,11.1 mm 5.0 mm,Heel,19.5 HA,Small,Very good,Decent,Good,Warm,39.2 mm,28.1 mm,11.1 mm,,34.5N,HOKA,78,160.0,11.1,9.9 oz (281g),281.0,ModerateTechnical,39.2 mm 31.0 mm,,,,,,,,,,,,,,,,
Nike Juniper Trail 2,https://runrepeat.com/nike-juniper-trail-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39653/nike-juniper-trail-2-2-21212251-720.jpg,76 Bad!,$85,,Neutral,10.8 oz / 306g 10.4 oz / 295g,,9.4 mm 9.0 mm,HeelMid/forefoot,27.1 HA,Normal,Decent,Good,Decent,Moderate,34.7 mm,25.3 mm,9.4 mm,,22.5N,Nike,76,85.0,9.4,10.8 oz (306g),306.0,Light,34.7 mm 35.0 mm,,,,,,,,,,,,,,,,
Hoka Mach X 2,https://runrepeat.com/hoka-mach-x-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40482/hoka-mach-x-2-22479054-720.jpg,72 Bad!,$190,Daily runningTempo,Neutral,8.7 oz / 247g 8.9 oz / 252g,✓,10.9 mm 5.0 mm,Heel,14.1 HA,Small,Good,Good,Good,Moderate,44.6 mm,33.7 mm,10.9 mm,15.9N,35.5N,HOKA,72,190.0,10.9,,,,,,,,,,,,,,,,,,,,
Under Armour HOVR Sonic 6,https://runrepeat.com/under-armour-hovr-sonic-6,https://cdn.runrepeat.com/storage/gallery/product_primary/40216/under-armour-hovr-sonic-6-22679173-720.jpg,82 Good!,$100,Daily running,Neutral,10.1 oz / 286g 9.9 oz / 281g,,7.0 mm 8.0 mm,Mid/forefoot,27.0 HA,Small,Decent,Decent,Good,Warm,30.2 mm,23.2 mm,7.0 mm,8.6N,19.6N,Under Armour,82,100.0,7.0,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
Saucony Peregrine 11,https://runrepeat.com/saucony-peregrine-11,https://cdn.runrepeat.com/storage/gallery/product_primary/36884/saucony-peregrine-11-hero-2-15915103-720.jpg,88 Great!,$120,,Neutral,11.2 oz / 318g 10.9 oz / 310g,,5.1 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,27.5 mm,22.4 mm,5.1 mm,,33.6N,Saucony,88,120.0,5.1,11.2 oz (318g),318.0,Technical,27.5 mm 27.0 mm,107.9 mm,,,,,,,,,,,,,,,
Saucony Endorphin Rift,https://runrepeat.com/saucony-endorphin-rift,https://cdn.runrepeat.com/storage/gallery/product_primary/39929/saucony-endorphin-rift-21230524-720.jpg,85 Good!,$170,,Neutral,9 oz / 255g 9.1 oz / 258g,,7.9 mm 6.0 mm,Mid/forefoot,19.4 HA,Small,Good,Good,Good,Breathable,33.0 mm,25.1 mm,7.9 mm,,26.3N,Saucony,85,170.0,7.9,9.0 oz (255g),255.0,Technical,33.0 mm 34.0 mm,,,,,,,,,,,,,,,,
ASICS Metafuji Trail,https://runrepeat.com/asics-metafuji-trail,https://cdn.runrepeat.com/storage/gallery/product_primary/40478/asics-metafuji-trail-23606464-720.jpg,89 Great!,$250,,Neutral,9.1 oz / 258g 9.2 oz / 261g,✗,10.3 mm 5.0 mm,Heel,14.0 HA,Normal,Very bad,Good,Decent,Breathable,44.7 mm,34.4 mm,10.3 mm,25.2N,,ASICS,89,250.0,10.3,,,Light,44.7 mm 44.0 mm,,,,,,,,,,,,,,,,
Altra Mont Blanc,https://runrepeat.com/altra-mont-blanc,https://cdn.runrepeat.com/storage/gallery/product_primary/38034/altra-mont-blanc-21-16359790-720.jpg,79 Decent!,$180,,Neutral,9.6 oz / 272g 9.9 oz / 280g,,0.0 mm,Mid/forefoot,-,-,-,-,-,-,33.8 mm,33.8 mm,,,51.4N,Altra,79,180.0,,9.6 oz (272g),272.0,LightModerate,33.8 mm 30.0 mm,112.4 mm,96.9 mm,,,,,,,,,,,,,,
Diadora Nucleo 2,https://runrepeat.com/diadora-nucleo-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40641/diadora-nucleo-2-23415475-720.jpg,80 Good!,$160,Daily running,Neutral,9.7 oz / 276g 9.7 oz / 275g,,8.0 mm 5.0 mm,HeelMid/forefoot,17.9 HA,Normal,Bad,Good,Good,3,38.7 mm,30.7 mm,8.0 mm,15.0N,,Diadora,80,160.0,8.0,9.7 oz (276g),276.0,,,,,,,,,,,,,,,,,,
New Balance Tektrel,https://runrepeat.com/new-balance-tektrel,https://cdn.runrepeat.com/storage/gallery/product_primary/40401/new-balance-tektrel-21845231-720.jpg,77 Decent!,$90,,Neutral,10.7 oz / 302g 9.9 oz / 282g,,8.0 mm 8.0 mm,HeelMid/forefoot,23.0 HA,Normal,Good,Decent,Decent,Breathable,32.2 mm,24.2 mm,8.0 mm,,21.8N,New Balance,77,90.0,8.0,10.7 oz (302g),302.0,Light,32.2 mm 32.0 mm,,,,,,,,,,,,,,,,
Hoka Zinal,https://runrepeat.com/hoka-zinal,https://cdn.runrepeat.com/storage/gallery/product_primary/37385/hoka-one-one-zinal-hero-2-15915129-720.jpg,88 Great!,$160,,Neutral,8.4 oz / 239g 8.5 oz / 241g,✓,3.9 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,29.3 mm,25.4 mm,3.9 mm,,37.5N,HOKA,88,160.0,3.9,8.4 oz (239g),239.0,LightModerate,29.3 mm 22.0 mm,,,,,,,,,,,,,,,,
ASICS GT 1000 10,https://runrepeat.com/asics-gt-1000-10,https://cdn.runrepeat.com/storage/gallery/product_primary/37022/asics-gt-1000-10-hero-16203634-720.jpg,88 Great!,$100,Daily running,Stability,9.8 oz / 277g 9.9 oz / 281g,,7.8 mm 9.0 mm,Mid/forefoot,-,-,-,-,-,-,31.0 mm,23.2 mm,7.8 mm,,31.7N,ASICS,88,100.0,7.8,9.8 oz (277g),277.0,,,115.0 mm,89.2 mm,,,,,,,,,,,,,,
Nike Juniper Trail 3,https://runrepeat.com/nike-juniper-trail-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40469/nike-juniper-trail-3-22186862-720.jpg,74 Bad!,$90,,Neutral,10.2 oz / 288g 10.8 oz / 305g,✗,10.9 mm 10.0 mm,Heel,23.0 HA,Small,Decent,Bad,Good,Warm,32.6 mm,21.7 mm,10.9 mm,14.2N,,Nike,74,90.0,10.9,,,Light,32.6 mm 32.0 mm,,,,,,,,,,,,,,,,
Hoka Speedgoat 6 GTX,https://runrepeat.com/hoka-speedgoat-6-gtx,https://cdn.runrepeat.com/storage/gallery/product_primary/40600/hoka-speedgoat-6-gtx-22631303-720.jpg,74 Bad!,$170,,Neutral,10.2 oz / 289g 10.4 oz / 295g,,5.0 mm 5.0 mm,Mid/forefoot,25.8 HA,Small,Very good,Good,Good,Warm,32.9 mm,27.9 mm,5.0 mm,,34.6N,HOKA,74,170.0,5.0,10.2 oz (289g),289.0,Moderate,32.9 mm 37.0 mm,,,,,,,,,,,,,,,,
Salomon XA Pro 3D v9,https://runrepeat.com/salomon-xa-pro-3d-v9,https://cdn.runrepeat.com/storage/gallery/product_primary/39988/salomon-xa-pro-3-d-v-9-primary-21216720-720.jpg,75 Bad!,$140,,Stability,12.2 oz / 346g 11.4 oz / 323g,,12.5 mm 11.0 mm,Heel,31.0 HA,Small,Very good,Decent,Good,Moderate,31.7 mm,19.2 mm,12.5 mm,,23.8N,Salomon,75,140.0,12.5,12.2 oz (346g),346.0,LightModerate,31.7 mm 28.0 mm,,,,,,,,,,,,,,,,
Nike Pegasus Trail 5 GTX,https://runrepeat.com/nike-pegasus-trail-5-gtx,https://cdn.runrepeat.com/storage/gallery/product_primary/40499/nike-pegasus-trail-5-gtx-22334014-720.jpg,75 Bad!,$170,,Neutral,9.9 oz / 281g 10.6 oz / 300g,,8.3 mm 9.5 mm,HeelMid/forefoot,17.5 HA,Normal,Decent,Bad,Good,Warm,32.1 mm,23.8 mm,8.3 mm,14.7N,19.2N,Nike,75,170.0,8.3,,,Light,32.1 mm 37.0 mm,,,,,,,,,,,,,,,,
Salomon Phantasm 2,https://runrepeat.com/salomon-phantasm-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40129/salomon-phantasm-2-22353636-720.jpg,86 Good!,$170,Daily runningTempo,Neutral,9.2 oz / 261g 9 oz / 255g,,11.2 mm 9.0 mm,Heel,20.8 HA,Normal,Bad,Good,Decent,4,34.4 mm,23.2 mm,11.2 mm,,23.1N,Salomon,86,170.0,11.2,9.2 oz (261g),261.0,,,,,,,,,,,,,,,,,,
